Ticket No,Request ID,RequestorSeniority,FiledAgainst,TicketType,Severity,Priority,Max Day
38456,1940,4 - Management,Systems,,2 - Normal,3 - High,21.0
31366,1726,3 - Senior,,Issue,3 - Major,3 - High,0.0
7870,569,3 - Senior,Access/Login,Issue,2 - Normal,3 - High,0.0
40362,1690,4 - Management,Access/Login,Request,2 - Normal,3 - High,2.0
10709,1055,3 - Senior,Access/Login,Request,2 - Normal,,
405,763,,Systems,Request,2 - Normal,3 - High,
18633,1550,4 - Management,Systems,Request,2 - Normal,3 - High,16.0
34992,317,1 - Junior,Software,Request,3 - Major,0 - Unassigned,7.0
27555,1963,2 - Regular,Hardware,Req,2 - Normal,0 - Unassigned,26.0
40677,538,1 - Junior,Hardware,Request,2 - Normal,1 - Low,10.0
42729,244,1 - Junior,Systems,Req,2 - Normal,0 - Unassigned,5.0
47031,1114,4 - Management,Systems,Request,,2 - Medium,18.0
32389,1209,4 - Management,Access/Login,Request,2 - Normal,3 - High,2.0
34131,1627,2 - Regular,Software,Issue,2 - Normal,0 - Unassigned,2.0
13238,1077,4 - Management,Systems,Request,2 - Normal,0 - Unassigned,9.0
11044,402,1 - Junior,Hardware,Request,2 - Normal,0 - Unassigned,28.0
5266,1224,3 - Senior,Software,Request,,High Priority,10.0
23033,961,3 - Senior,Hardware,Request,2 - Normal,3 - High,12.0
1819,1136,2 - Regular,System,Request,2 - Normal,3 - High,6.0
34136,1977,1 - Junior,Hardware,Request,2 - Normal,0 - Unassigned,
28779,579,4 - Management,Software,Issue,2 - Normal,3 - High,1.0
23122,1739,2 - Regular,Access/Login,Request,2 - Normal,1 - Low,0.0
41373,997,2 - Regular,Access/Login,Request,2 - Normal,3 - High,0.0
41045,1158,,Software,Request,1 - Minor,,
29823,1312,4 - Management,Software,Request,Unknown,3 - High,6.0
11590,1213,1 - Junior,Access/Login,Request,2 - Normal,2 - Medium,0.0
37267,721,1 - Junior,Systems,Request,2 - Normal,2 - Medium,19.0
27965,75,2 - Regular,Systems,Issue,3 - Major,3 - High,14.0
41287,1633,4 - Management,Systems,Issue,2 - Normal,3 - High,3.0
1436,1977,1 - Junior,Systems,Request,,0 - Unassigned,25.0
5016,740,2 - Regular,Software,Request,3 - Major,1 - Low,18.0
17793,1331,2 - Regular,Systems,Request,2 - Normal,2 - Medium,5.0
9068,996,2 - Regular,Systems,Request,2 - Normal,3 - High,19.0
10954,1538,,Systems,Request,2 - Normal,0 - Unassigned,5.0
20081,495,4 - Management,Systems,Issue,2 - Normal,3 - High,2.0
37795,1416,,Systems,Req,2 - Normal,3 - High,7.0
11185,178,2 - Regular,Systems,Request,2 - Normal,2 - Medium,16.0
47286,1170,,,Request,2 - Normal,3 - High,0.0
45475,1555,2 - Regular,Access/Login,Request,2 - Normal,,2.0
34908,386,1 - Junior,Hardware,Issue,3 - Major,2 - Medium,5.0
37025,965,2 - Regular,,Issue,,0 - Unassigned,4.0
21734,98,2 - Regular,Systems,Request,2 - Normal,0 - Unassigned,
25063,994,4 - Management,Hardware,Request,2 - Normal,3 - High,11.0
10911,124,3 - Senior,Systems,Issue,2 - Normal,3 - High,2.0
33791,1769,2 - Regular,,,2 - Normal,,15.0
46886,855,4 - Management,Systems,Request,2 - Normal,3 - High,5.0
5700,1025,3 - Senior,Access/Login,Request,2 - Normal,0 - Unassigned,0.0
31571,538,1 - Junior,Systems,Request,2 - Normal,1 - Low,7.0
9127,1335,4 - Management,Access/Login,,2 - Normal,High Priority,0.0
47933,865,1 - Junior,Access/Login,Request,2 - Normal,1 - Low,0.0
8593,168,4 - Management,Access/Login,,2 - Normal,0 - Unassigned,0.0
17477,184,1 - Junior,Systems,Issue,2 - Normal,1 - Low,7.0
10320,899,1 - Junior,Systems,Request,2 - Normal,,19.0
18747,1813,1 - Junior,Hardware,Request,3 - Major,0 - Unassigned,12.0
43615,1290,2 - Regular,Systems,Issue,2 - Normal,,12.0
11850,662,2 - Regular,System,Req,2 - Normal,2 - Medium,
16671,57,2 - Regular,Systems,Request,2 - Normal,0 - Unassigned,7.0
41059,1749,2 - Regular,Access/Login,Request,2 - Normal,3 - High,0.0
20182,684,3 - Senior,Access/Login,Request,2 - Normal,2 - Medium,0.0
41058,782,2 - Regular,Systems,Req,2 - Normal,0 - Unassigned,5.0
36802,1428,3 - Senior,Systems,Request,2 - Normal,,5.0
15492,590,4 - Management,System,Request,2 - Normal,0 - Unassigned,5.0
38208,478,2 - Regular,Access/Login,Request,3 - Major,3 - High,0.0
25319,1555,2 - Regular,Software,Request,2 - Normal,3 - High,3.0
18805,1405,2 - Regular,Hardware,Request,2 - Normal,2 - Medium,10.0
264,1547,3 - Senior,Software,Request,2 - Normal,0 - Unassigned,2.0
37949,1908,2 - Regular,,Request,2 - Normal,3 - High,5.0
36267,1943,1 - Junior,Access/Login,Request,3 - Major,3 - High,0.0
2671,1610,2 - Regular,Software,Request,Unknown,3 - High,6.0
34238,1261,3 - Senior,Systems,Request,2 - Normal,3 - High,20.0
7975,41,2 - Regular,Hardware,Request,3 - Major,1 - Low,35.0
31216,1727,,Systems,Request,2 - Normal,3 - High,7.0
29075,1304,2 - Regular,Systems,Request,2 - Normal,1 - Low,16.0
39209,471,4 - Management,,Issue,2 - Normal,0 - Unassigned,8.0
49753,1688,2 - Regular,Software,Request,3 - Major,0 - Unassigned,2.0
10670,264,,,Request,2 - Normal,0 - Unassigned,0.0
21848,466,,Software,,2 - Normal,0 - Unassigned,5.0
38401,949,2 - Regular,Software,Request,2 - Normal,3 - High,3.0
41936,1274,3 - Senior,Access/Login,,1 - Minor,3 - High,0.0
9739,866,2 - Regular,Systems,Request,1 - Minor,1 - Low,12.0
28345,966,3 - Senior,Software,Request,2 - Normal,0 - Unassigned,3.0
47366,37,1 - Junior,Systems,Request,2 - Normal,,12.0
9498,373,4 - Management,Systems,Issue,2 - Normal,3 - High,4.0
16564,599,2 - Regular,Hardware,Request,4 - Critical,,34.0
27457,34,3 - Senior,Software,Request,2 - Normal,0 - Unassigned,8.0
38241,1542,4 - Management,,Request,3 - Major,3 - High,0.0
43769,492,3 - Senior,Hardware,Issue,2 - Normal,0 - Unassigned,
23207,1590,4 - Management,Systems,Issue,2 - Normal,0 - Unassigned,4.0
10720,1199,2 - Regular,,Req,2 - Normal,0 - Unassigned,0.0
6452,896,2 - Regular,Systems,Request,2 - Normal,,8.0
41784,1047,3 - Senior,Access/Login,Request,2 - Normal,3 - High,0.0
40415,814,3 - Senior,Systems,Issue,2 - Normal,3 - High,2.0
29115,1846,2 - Regular,,Issue,2 - Normal,3 - High,3.0
38217,1941,2 - Regular,Access/Login,Request,2 - Normal,0 - Unassigned,0.0
46712,1974,2 - Regular,Software,Request,2 - Normal,2 - Medium,6.0
37279,14,4 - Management,Software,Request,2 - Normal,3 - High,7.0
12654,1397,1 - Junior,Systems,Request,2 - Normal,0 - Unassigned,8.0
31729,1552,1 - Junior,Access/Login,Request,2 - Normal,1 - Low,0.0
37812,247,2 - Regular,Access/Login,Issue,2 - Normal,1 - Low,1.0
1841,1243,3 - Senior,,Request,2 - Normal,0 - Unassigned,
12239,1927,2 - Regular,Access/Login,Request,2 - Normal,3 - High,0.0
35678,276,,Access/Login,Issue,2 - Normal,2 - Medium,0.0
595,555,2 - Regular,Access/Login,Issue,2 - Normal,0 - Unassigned,0.0
19123,1434,1 - Junior,Systems,Request,3 - Major,1 - Low,20.0
39700,1084,,Systems,Request,2 - Normal,2 - Medium,10.0
37776,698,4 - Management,Software,,2 - Normal,3 - High,-1.0
21326,200,3 - Senior,Systems,Request,3 - Major,0 - Unassigned,24.0
42246,73,4 - Management,Systems,Issue,2 - Normal,3 - High,1.0
3191,797,2 - Regular,Systems,Request,2 - Normal,0 - Unassigned,15.0
6847,780,3 - Senior,System,Req,2 - Normal,,
31176,1747,2 - Regular,Access/Login,Request,,0 - Unassigned,0.0
9503,26,1 - Junior,Access/Login,Issue,2 - Normal,2 - Medium,0.0
23569,372,2 - Regular,Systems,,3 - Major,2 - Medium,4.0
47865,667,2 - Regular,System,Request,2 - Normal,1 - Low,13.0
34021,89,1 - Junior,Systems,,2 - Normal,1 - Low,13.0
3292,1471,3 - Senior,Software,Request,2 - Normal,0 - Unassigned,4.0
12714,177,3 - Senior,Access/Login,Request,2 - Normal,3 - High,0.0
19134,1404,2 - Regular,Access/Login,Issue,,High Priority,1.0
13079,843,2 - Regular,Software,Request,2 - Normal,0 - Unassigned,-1.0
20536,265,2 - Regular,Systems,Request,2 - Normal,2 - Medium,5.0
17386,1057,2 - Regular,Access/Login,Req,2 - Normal,0 - Unassigned,0.0
46993,1062,2 - Regular,Access/Login,Request,,3 - High,
47168,979,,Hardware,Issue,2 - Normal,,6.0
24625,1850,2 - Regular,Systems,Request,2 - Normal,2 - Medium,151.0
43956,712,4 - Management,Systems,Issue,2 - Normal,3 - High,7.0
20479,1682,3 - Senior,,Request,2 - Normal,3 - High,6.0
10871,475,2 - Regular,Access/Login,Request,2 - Normal,3 - High,0.0
5120,376,4 - Management,Software,Request,2 - Normal,3 - High,3.0
41074,688,1 - Junior,Systems,Request,Unknown,0 - Unassigned,17.0
34620,434,3 - Senior,System,Request,2 - Normal,,15.0
15844,1989,4 - Management,Software,Req,2 - Normal,3 - High,2.0
25972,1785,2 - Regular,,Request,,0 - Unassigned,10.0
17151,478,2 - Regular,Access/Login,Request,2 - Normal,0 - Unassigned,0.0
12373,1826,2 - Regular,Software,Request,Unknown,1 - Low,12.0
33402,397,4 - Management,Software,Request,,2 - Medium,21.0
25075,1301,1 - Junior,,Request,2 - Normal,1 - Low,15.0
11284,1263,3 - Senior,Hardware,Request,2 - Normal,0 - Unassigned,27.0
9017,1740,3 - Senior,Systems,Request,1 - Minor,3 - High,
45954,221,3 - Senior,Systems,Request,2 - Normal,3 - High,5.0
20299,346,3 - Senior,Access/Login,Request,2 - Normal,0 - Unassigned,0.0
39212,1392,,Access/Login,Request,2 - Normal,0 - Unassigned,
11972,1192,3 - Senior,Systems,Request,2 - Normal,3 - High,7.0
39921,1845,3 - Senior,Systems,Request,2 - Normal,2 - Medium,7.0
26500,1903,1 - Junior,,Issue,2 - Normal,1 - Low,2.0
19798,1720,3 - Senior,Access/Login,Issue,Unknown,3 - High,0.0
11440,218,2 - Regular,Access/Login,Request,,,1.0
1199,1119,2 - Regular,Systems,Request,2 - Normal,0 - Unassigned,7.0
913,1590,4 - Management,Systems,Request,2 - Normal,0 - Unassigned,6.0
30977,948,1 - Junior,Software,Request,2 - Normal,,2.0
1553,1282,1 - Junior,Hardware,Request,2 - Normal,2 - Medium,
44943,58,1 - Junior,Software,Request,2 - Normal,0 - Unassigned,9.0
33592,884,3 - Senior,System,Request,2 - Normal,3 - High,17.0
8830,1645,2 - Regular,Systems,Issue,2 - Normal,,3.0
15609,600,4 - Management,Systems,Request,,High Priority,22.0
4847,955,1 - Junior,Software,Issue,2 - Normal,High Priority,
21843,1925,2 - Regular,Systems,Request,2 - Normal,3 - High,6.0
21546,197,2 - Regular,Hardware,Request,2 - Normal,1 - Low,11.0
8534,1777,3 - Senior,Software,Request,,3 - High,18.0
44457,1684,2 - Regular,,Request,2 - Normal,0 - Unassigned,16.0
10908,1646,2 - Regular,Systems,Request,2 - Normal,3 - High,6.0
13159,1651,2 - Regular,Systems,Issue,,3 - High,5.0
18853,1664,2 - Regular,Systems,Issue,3 - Major,3 - High,1.0
9708,1210,,Systems,Request,2 - Normal,1 - Low,15.0
42998,119,2 - Regular,Systems,,2 - Normal,3 - High,3.0
35854,565,2 - Regular,Access/Login,Issue,2 - Normal,0 - Unassigned,0.0
36532,137,,Systems,Request,2 - Normal,1 - Low,7.0
1602,1058,4 - Management,Systems,Issue,,0 - Unassigned,2.0
23893,112,3 - Senior,Systems,Request,2 - Normal,0 - Unassigned,6.0
6412,1348,4 - Management,Access/Login,Request,2 - Normal,3 - High,0.0
26180,1616,1 - Junior,Access/Login,Issue,,1 - Low,0.0
10523,615,1 - Junior,Access/Login,Request,2 - Normal,,0.0
38393,1393,2 - Regular,,Request,2 - Normal,1 - Low,7.0
38274,181,2 - Regular,,Request,2 - Normal,0 - Unassigned,8.0
6268,1581,3 - Senior,Software,Request,2 - Normal,High Priority,2.0
19987,1173,4 - Management,Access/Login,Request,2 - Normal,0 - Unassigned,234.0
19136,1809,4 - Management,Access/Login,Request,,3 - High,0.0
35666,1434,1 - Junior,Access/Login,Request,Unknown,,172.0
4256,1033,2 - Regular,Software,Request,2 - Normal,,2.0
32782,47,4 - Management,Access/Login,Req,2 - Normal,3 - High,1.0
33737,898,1 - Junior,Hardware,Request,2 - Normal,0 - Unassigned,28.0
2338,702,3 - Senior,Systems,Request,2 - Normal,3 - High,5.0
34520,1845,3 - Senior,Software,Request,2 - Normal,3 - High,9.0
27313,1869,,System,Issue,2 - Normal,3 - High,8.0
25253,195,3 - Senior,Software,Request,2 - Normal,3 - High,5.0
10060,295,,Access/Login,Issue,4 - Critical,0 - Unassigned,0.0
1263,1794,2 - Regular,Access/Login,Req,2 - Normal,3 - High,0.0
49236,1323,3 - Senior,Access/Login,Issue,2 - Normal,3 - High,2.0
10162,1885,2 - Regular,Software,,2 - Normal,0 - Unassigned,6.0
49849,1387,2 - Regular,Systems,Request,2 - Normal,2 - Medium,7.0
25945,1953,2 - Regular,,Issue,4 - Critical,0 - Unassigned,5.0
29177,1111,4 - Management,Systems,Issue,,0 - Unassigned,2.0
12524,1944,2 - Regular,Access/Login,Issue,2 - Normal,0 - Unassigned,1.0
48603,867,3 - Senior,Systems,,Unknown,3 - High,-1.0
6198,862,4 - Management,Access/Login,Issue,2 - Normal,0 - Unassigned,0.0
45355,1080,2 - Regular,Access/Login,Issue,3 - Major,1 - Low,0.0
13854,1411,4 - Management,Access/Login,Request,Unknown,3 - High,0.0
24177,1186,3 - Senior,Software,Request,2 - Normal,3 - High,13.0
16382,766,3 - Senior,Software,Request,2 - Normal,3 - High,3.0
45800,1742,3 - Senior,Access/Login,Issue,2 - Normal,,0.0
39614,1860,1 - Junior,,Request,2 - Normal,1 - Low,35.0
36523,331,2 - Regular,,Request,2 - Normal,0 - Unassigned,22.0
35436,389,2 - Regular,Systems,Request,3 - Major,2 - Medium,13.0
32703,109,4 - Management,Access/Login,Issue,2 - Normal,0 - Unassigned,0.0
31670,1996,3 - Senior,,Request,2 - Normal,3 - High,4.0
18032,1411,4 - Management,Systems,Req,2 - Normal,3 - High,30.0
49541,598,1 - Junior,Systems,Request,1 - Minor,2 - Medium,5.0
48841,104,4 - Management,Software,Request,Unknown,0 - Unassigned,4.0
6393,1918,4 - Management,Systems,Request,2 - Normal,3 - High,9.0
21279,1757,1 - Junior,,Request,2 - Normal,,4.0
10419,423,4 - Management,Software,Request,3 - Major,,9.0
30442,1816,3 - Senior,,Request,2 - Normal,2 - Medium,18.0
27600,1843,2 - Regular,Systems,Issue,2 - Normal,,2.0
8620,1073,4 - Management,System,Issue,2 - Normal,3 - High,2.0
30597,1926,2 - Regular,Access/Login,Request,2 - Normal,1 - Low,
16932,47,4 - Management,,Request,2 - Normal,0 - Unassigned,15.0
39749,670,3 - Senior,,Issue,2 - Normal,0 - Unassigned,5.0
4742,1743,3 - Senior,Access/Login,Request,2 - Normal,0 - Unassigned,0.0
8588,1131,4 - Management,Systems,Request,2 - Normal,3 - High,9.0
25586,1484,1 - Junior,Hardware,Request,2 - Normal,1 - Low,31.0
34151,104,4 - Management,Systems,Request,2 - Normal,3 - High,17.0
11811,1463,3 - Senior,Access/Login,Issue,2 - Normal,3 - High,0.0
27993,641,,Access/Login,Request,2 - Normal,,0.0
21078,1254,3 - Senior,Systems,Issue,,0 - Unassigned,1.0
13361,1180,4 - Management,Systems,Request,2 - Normal,0 - Unassigned,7.0
15506,1779,2 - Regular,Systems,Issue,2 - Normal,3 - High,2.0
18304,926,2 - Regular,,Issue,2 - Normal,2 - Medium,0.0
38061,1770,1 - Junior,Software,Request,2 - Normal,2 - Medium,9.0
12890,59,1 - Junior,Software,,2 - Normal,,1.0
32341,1293,2 - Regular,Access/Login,,2 - Normal,0 - Unassigned,0.0
9202,594,2 - Regular,Software,Request,2 - Normal,3 - High,17.0
7205,780,3 - Senior,Systems,Issue,3 - Major,3 - High,4.0
16552,1505,2 - Regular,Hardware,Issue,2 - Normal,3 - High,
39153,1054,2 - Regular,Systems,Request,2 - Normal,High Priority,8.0
44089,1205,1 - Junior,System,Request,2 - Normal,2 - Medium,0.0
38186,1638,,Access/Login,Issue,2 - Normal,2 - Medium,0.0
94,81,1 - Junior,Software,Request,2 - Normal,3 - High,4.0
42474,1775,2 - Regular,Systems,Request,2 - Normal,3 - High,7.0
23967,828,3 - Senior,,Issue,2 - Normal,0 - Unassigned,0.0
4233,510,,Systems,Request,1 - Minor,1 - Low,
28643,1740,3 - Senior,Access/Login,Issue,,3 - High,0.0
8599,230,2 - Regular,,Request,2 - Normal,2 - Medium,0.0
41359,733,1 - Junior,Access/Login,,2 - Normal,1 - Low,1.0
25164,853,2 - Regular,Access/Login,Issue,2 - Normal,2 - Medium,0.0
27060,1122,3 - Senior,Access/Login,Issue,2 - Normal,1 - Low,0.0
24414,1688,2 - Regular,Systems,Request,2 - Normal,3 - High,6.0
24377,1234,3 - Senior,Access/Login,Request,2 - Normal,0 - Unassigned,0.0
19232,785,1 - Junior,System,,2 - Normal,1 - Low,9.0
27381,1914,,Systems,Request,2 - Normal,3 - High,6.0
48118,191,3 - Senior,Access/Login,Request,2 - Normal,3 - High,0.0
45804,1014,1 - Junior,Software,Issue,3 - Major,2 - Medium,1.0
9549,1349,3 - Senior,Access/Login,Request,2 - Normal,3 - High,0.0
34902,540,2 - Regular,Systems,Request,2 - Normal,3 - High,5.0
39433,1637,3 - Senior,Software,Request,2 - Normal,0 - Unassigned,5.0
9947,839,4 - Management,Systems,Request,2 - Normal,3 - High,6.0
15054,774,2 - Regular,Systems,Issue,2 - Normal,2 - Medium,11.0
49907,1632,3 - Senior,Systems,Request,2 - Normal,3 - High,13.0
48335,1066,4 - Management,Systems,Request,2 - Normal,3 - High,15.0
34830,1871,4 - Management,Software,Request,2 - Normal,3 - High,3.0
3304,141,3 - Senior,Hardware,Request,2 - Normal,3 - High,29.0
46658,1166,1 - Junior,Software,Issue,2 - Normal,0 - Unassigned,2.0
10244,1489,,Hardware,Request,2 - Normal,0 - Unassigned,10.0
27601,1223,2 - Regular,Access/Login,Request,2 - Normal,3 - High,0.0
13332,1816,3 - Senior,Systems,Request,2 - Normal,0 - Unassigned,13.0
25830,1016,1 - Junior,Access/Login,Request,2 - Normal,2 - Medium,1.0
42561,1750,4 - Management,Software,Request,2 - Normal,0 - Unassigned,2.0
21593,708,3 - Senior,Hardware,Req,2 - Normal,3 - High,17.0
20395,730,2 - Regular,Hardware,Issue,2 - Normal,3 - High,28.0
31359,17,2 - Regular,Access/Login,Request,2 - Normal,2 - Medium,1.0
40076,1642,3 - Senior,Access/Login,Request,2 - Normal,3 - High,
35099,617,,Access/Login,Issue,2 - Normal,,0.0
11445,58,1 - Junior,Systems,Request,2 - Normal,2 - Medium,8.0
3014,917,4 - Management,Access/Login,Request,2 - Normal,High Priority,0.0
5798,430,2 - Regular,Access/Login,Issue,2 - Normal,1 - Low,1.0
25046,710,3 - Senior,Hardware,Request,Unknown,3 - High,11.0
14797,129,2 - Regular,Access/Login,Request,2 - Normal,0 - Unassigned,
27196,1171,3 - Senior,Software,Request,2 - Normal,3 - High,5.0
7422,1695,1 - Junior,Software,Request,2 - Normal,High Priority,6.0
915,797,2 - Regular,Access/Login,Request,2 - Normal,1 - Low,0.0
25634,34,3 - Senior,Software,Request,2 - Normal,,3.0
46853,1301,1 - Junior,Software,Request,2 - Normal,0 - Unassigned,14.0
40372,1187,1 - Junior,Software,Request,2 - Normal,0 - Unassigned,7.0
26232,1329,3 - Senior,Systems,Request,2 - Normal,3 - High,5.0
46229,1993,4 - Management,Hardware,Request,2 - Normal,3 - High,12.0
3217,800,2 - Regular,Software,Request,,0 - Unassigned,5.0
43680,1864,2 - Regular,Software,Request,2 - Normal,,2.0
964,233,2 - Regular,Software,Request,2 - Normal,3 - High,6.0
2737,557,,Hardware,Request,2 - Normal,3 - High,278.0
46331,503,3 - Senior,Software,Request,2 - Normal,3 - High,3.0
47524,1118,2 - Regular,Access/Login,Issue,2 - Normal,3 - High,
24190,274,2 - Regular,Software,Issue,2 - Normal,3 - High,3.0
13812,957,2 - Regular,Access/Login,Request,3 - Major,1 - Low,2.0
37531,412,,Software,Request,2 - Normal,0 - Unassigned,2.0
38606,47,,Access/Login,Request,2 - Normal,3 - High,0.0
43086,1559,3 - Senior,Systems,Req,2 - Normal,3 - High,111.0
44019,1208,4 - Management,System,Request,2 - Normal,3 - High,1.0
14726,1696,1 - Junior,System,Request,,0 - Unassigned,9.0
49520,402,,Systems,Issue,2 - Normal,0 - Unassigned,5.0
2771,565,2 - Regular,Systems,Request,2 - Normal,0 - Unassigned,10.0
37020,1091,4 - Management,Systems,Request,2 - Normal,3 - High,17.0
45697,237,1 - Junior,Software,Request,2 - Normal,1 - Low,7.0
15499,1210,2 - Regular,Access/Login,Request,2 - Normal,2 - Medium,1.0
43918,1215,4 - Management,,Request,2 - Normal,0 - Unassigned,15.0
10322,116,2 - Regular,,Request,2 - Normal,3 - High,3.0
8522,971,1 - Junior,Access/Login,Request,2 - Normal,0 - Unassigned,1.0
8886,936,2 - Regular,Software,Req,2 - Normal,0 - Unassigned,4.0
13601,1002,4 - Management,,Request,2 - Normal,3 - High,30.0
15347,1545,,Access/Login,Request,2 - Normal,2 - Medium,0.0
43167,1489,3 - Senior,Access/Login,Issue,2 - Normal,3 - High,1.0
36789,1241,2 - Regular,Software,Request,2 - Normal,2 - Medium,5.0
9085,1651,2 - Regular,Systems,Issue,2 - Normal,0 - Unassigned,10.0
34234,425,2 - Regular,System,Issue,3 - Major,High Priority,6.0
1476,1349,3 - Senior,Software,Request,2 - Normal,0 - Unassigned,4.0
15806,511,2 - Regular,Software,Request,Unknown,0 - Unassigned,5.0
3491,906,4 - Management,System,Request,3 - Major,3 - High,6.0
41078,258,4 - Management,Systems,Request,2 - Normal,3 - High,5.0
26421,1887,4 - Management,Software,Issue,2 - Normal,0 - Unassigned,1.0
48095,1099,2 - Regular,Access/Login,Request,2 - Normal,1 - Low,0.0
12592,1204,1 - Junior,System,Request,2 - Normal,1 - Low,1.0
37846,618,4 - Management,,Request,3 - Major,3 - High,
45832,606,2 - Regular,,Request,,3 - High,6.0
37274,325,4 - Management,,Request,2 - Normal,3 - High,18.0
35045,697,4 - Management,Software,Request,3 - Major,0 - Unassigned,17.0
25647,1274,3 - Senior,Systems,Request,2 - Normal,0 - Unassigned,6.0
